source	target	action	class	writer	note
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_environment_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_environment_panel_mockup/admin_environment_panel_mockup.html	move+rename	data	-	set admin_environment_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_environment_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_environment_panel_mockup/admin_environment_panel_mockup.png	move+rename	data	-	set admin_environment_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_heal_repair_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_heal_repair_panel_mockup/admin_heal_repair_panel_mockup.html	move+rename	data	-	set admin_heal_repair_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_heal_repair_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_heal_repair_panel_mockup/admin_heal_repair_panel_mockup.png	move+rename	data	-	set admin_heal_repair_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_home_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_home_panel_mockup/admin_home_panel_mockup.html	move+rename	data	-	set admin_home_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_home_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_home_panel_mockup/admin_home_panel_mockup.png	move+rename	data	-	set admin_home_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_kick_ban_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_kick_ban_panel_mockup/admin_kick_ban_panel_mockup.html	move+rename	data	-	set admin_kick_ban_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_kick_ban_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_kick_ban_panel_mockup/admin_kick_ban_panel_mockup.png	move+rename	data	-	set admin_kick_ban_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_panel_sidebar_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_panel_sidebar_mockup/admin_panel_sidebar_mockup.html	move+rename	data	-	set admin_panel_sidebar_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_panel_sidebar_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_panel_sidebar_mockup/admin_panel_sidebar_mockup.png	move+rename	data	-	set admin_panel_sidebar_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_radio_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_radio_panel_mockup/admin_radio_panel_mockup.html	move+rename	data	-	set admin_radio_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_radio_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_radio_panel_mockup/admin_radio_panel_mockup.png	move+rename	data	-	set admin_radio_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_server_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_server_panel_mockup/admin_server_panel_mockup.html	move+rename	data	-	set admin_server_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_server_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_server_panel_mockup/admin_server_panel_mockup.png	move+rename	data	-	set admin_server_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_spawn_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_spawn_panel_mockup/admin_spawn_panel_mockup.html	move+rename	data	-	set admin_spawn_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_spawn_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_spawn_panel_mockup/admin_spawn_panel_mockup.png	move+rename	data	-	set admin_spawn_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_teleport_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_teleport_panel_mockup/admin_teleport_panel_mockup.html	move+rename	data	-	set admin_teleport_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_teleport_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/admin_teleport_panel_mockup/admin_teleport_panel_mockup.png	move+rename	data	-	set admin_teleport_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_tickets_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/admin_help_ticket/visual_references/admin_tickets_panel_mockup/admin_tickets_panel_mockup.html	move+rename	data	-	set admin_tickets_panel_mockup: Stitch in-game menu panel for the admin_help_ticket screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_admin_tickets_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/admin_help_ticket/visual_references/admin_tickets_panel_mockup/admin_tickets_panel_mockup.png	move+rename	data	-	set admin_tickets_panel_mockup: Stitch in-game menu panel for the admin_help_ticket screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_identity_link_macos_modal_sheet/code.html	documentation_v2/mod/tbd-framework/UI/discord_identity_link/visual_references/identity_link_macos_modal_sheet_mockup/identity_link_macos_modal_sheet_mockup.html	move+rename	data	-	set identity_link_macos_modal_sheet_mockup: Stitch in-game menu panel for the discord_identity_link screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_identity_link_macos_modal_sheet/screen.png	documentation_v2/mod/tbd-framework/UI/discord_identity_link/visual_references/identity_link_macos_modal_sheet_mockup/identity_link_macos_modal_sheet_mockup.png	move+rename	data	-	set identity_link_macos_modal_sheet_mockup: Stitch in-game menu panel for the discord_identity_link screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_pause_menu_left_sidebar_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/pause_menu_left_sidebar_mockup/pause_menu_left_sidebar_mockup.html	move+rename	data	-	set pause_menu_left_sidebar_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_pause_menu_left_sidebar_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/pause_menu_left_sidebar_mockup/pause_menu_left_sidebar_mockup.png	move+rename	data	-	set pause_menu_left_sidebar_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_player_options_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/player_options_mockup/player_options_mockup.html	move+rename	data	-	set player_options_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_player_options_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/player_options_mockup/player_options_mockup.png	move+rename	data	-	set player_options_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_staging_phase_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/staging_phase_panel_mockup/staging_phase_panel_mockup.html	move+rename	data	-	set staging_phase_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_ingame_menu/tbd_reforger_staging_phase_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/in_game_menu/visual_references/staging_phase_panel_mockup/staging_phase_panel_mockup.png	move+rename	data	-	set staging_phase_panel_mockup: Stitch in-game menu panel for the in_game_menu screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_postgame/reforger_dark_tactical/DESIGN.md	documentation_v2/design_system/token_exports/reforger_dark_tactical_design_tokens.md	move+rename	live-rewrite	F17	Stitch token export of the mod post-game (end screen, debrief) mockups
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_postgame/tbd_reforger_aar_variant_1_tactical_node_assault_chevrons/code.html	documentation_v2/mod/tbd-framework/UI/debrief_after_action_review/visual_references/aar_variant_1_tactical_node_assault_chevrons_mockup/aar_variant_1_tactical_node_assault_chevrons_mockup.html	move+rename	data	-	set aar_variant_1_tactical_node_assault_chevrons_mockup: Stitch post-game panel for the debrief_after_action_review screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_postgame/tbd_reforger_aar_variant_1_tactical_node_assault_chevrons/screen.png	documentation_v2/mod/tbd-framework/UI/debrief_after_action_review/visual_references/aar_variant_1_tactical_node_assault_chevrons_mockup/aar_variant_1_tactical_node_assault_chevrons_mockup.png	move+rename	data	-	set aar_variant_1_tactical_node_assault_chevrons_mockup: Stitch post-game panel for the debrief_after_action_review screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_postgame/tbd_reforger_ultra_clear_2_second_end_screen_banner/code.html	documentation_v2/mod/tbd-framework/UI/end_screen/visual_references/ultra_clear_2_second_end_screen_banner_mockup/ultra_clear_2_second_end_screen_banner_mockup.html	move+rename	data	-	set ultra_clear_2_second_end_screen_banner_mockup: Stitch post-game panel for the end_screen screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_postgame/tbd_reforger_ultra_clear_2_second_end_screen_banner/screen.png	documentation_v2/mod/tbd-framework/UI/end_screen/visual_references/ultra_clear_2_second_end_screen_banner_mockup/ultra_clear_2_second_end_screen_banner_mockup.png	move+rename	data	-	set ultra_clear_2_second_end_screen_banner_mockup: Stitch post-game panel for the end_screen screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_briefing_navigation_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/briefing_navigation_panel_mockup/briefing_navigation_panel_mockup.html	move+rename	data	-	set briefing_navigation_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_briefing_navigation_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/briefing_navigation_panel_mockup/briefing_navigation_panel_mockup.png	move+rename	data	-	set briefing_navigation_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_frequencies_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/frequencies_panel_mockup/frequencies_panel_mockup.html	move+rename	data	-	set frequencies_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_frequencies_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/frequencies_panel_mockup/frequencies_panel_mockup.png	move+rename	data	-	set frequencies_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_friendly_vehicles_panel_standalone_1/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/friendly_vehicles_panel_1_mockup/friendly_vehicles_panel_1_mockup.html	move+rename	data	-	set friendly_vehicles_panel_1_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_friendly_vehicles_panel_standalone_1/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/friendly_vehicles_panel_1_mockup/friendly_vehicles_panel_1_mockup.png	move+rename	data	-	set friendly_vehicles_panel_1_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_friendly_vehicles_panel_standalone_2/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/friendly_vehicles_panel_2_mockup/friendly_vehicles_panel_2_mockup.html	move+rename	data	-	set friendly_vehicles_panel_2_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_friendly_vehicles_panel_standalone_2/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/friendly_vehicles_panel_2_mockup/friendly_vehicles_panel_2_mockup.png	move+rename	data	-	set friendly_vehicles_panel_2_mockup: Stitch pre-game panel for the briefing screen; set README by F10
